Task_name,Id_number,Runtime_mod,Absorption_response,Other_response,Problem_response,Words_response,Sounds_response,Images_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response
Hard_Math_Task,subject_1,5,10,1,9.5,10,1,2,1.6,2.7,1.6,1.1,9.7,9.3,2.4,1.8,8.3,10
Hard_Math_Task,subject_1,-13,9.7,2.2,9.7,9.6,3.4,2,2.9,2.5,2.1,2.6,9.6,8.8,5.7,1.4,9,9.3
Hard_Math_Task,subject_1,-12,9.4,1,9.4,9.4,2.7,2.2,5,1.2,1.7,1,9.7,9.2,2,8.7,9.1,9.3
GoNoGo_Task,subject_1,-6,10,1,1.4,10,2.5,10,8.7,1.6,1.7,1,10,10,3.9,5.3,1.2,10
GoNoGo_Task,subject_1,9,10,1.1,1.3,10,1.6,9.2,1.5,1.5,2.6,1.9,9,10,2.2,5.3,2.5,9.2
GoNoGo_Task,subject_1,-11,9.6,9,7.1,10,1.5,6.1,8.3,7.3,8,9.5,2.7,8,9.1,1.7,9.4,8.9
Memory_Task,subject_1,-10,2.2,10,1.2,10,1.2,10,9.3,3.1,1.5,1.4,8.3,2.8,1,4.7,9.5,10
Memory_Task,subject_1,9,8.5,10,1,10,1.3,10,10,1,1.4,1.1,10,2.4,1,8.2,10,10
Memory_Task,subject_1,-6,10,10,1,10,2.6,10,10,1,1,1,10,9,1,9.3,10,10
Movie_Task-bridge,subject_1,-9,6.7,2.2,7.9,10,1.3,10,3,8.6,7.8,4.2,3.2,7.6,3.1,2.9,9.8,10
Movie_Task-bridge,subject_1,-9,5.9,6.3,1.9,10,1,3.9,8.3,1,1.1,2.8,4.2,6.4,3.5,5.4,8.8,4.9
GoNoGo_Task,subject_2,15,4,1,4,3,5,7,4.5,7,7.5,3,3,4,2.5,4,3,9
GoNoGo_Task,subject_2,6,3,2,5,6,7,5,4,4,4,3,8,6,6,4,4,10
GoNoGo_Task,subject_2,14,8,3,4,6,4,4,3,1,5,4,7,4,4,7,3,10
Hard_Math_Task,subject_2,10,9,3,9,7.5,5,5,6,2.5,6,4,8,4,2,9,4,10
Hard_Math_Task,subject_2,13,7,2,7.5,4,4,5,4,3,6,2,8,5,2.5,6.5,4,9
Hard_Math_Task,subject_2,8,7,3,8,5.5,5,3.5,3.5,2,6,3,9,4.5,2.5,7,3.5,9
Memory_Task,subject_2,-15,6.5,3,4,4,5.5,9.5,10,4.5,7,3.5,5.5,7,2,9,8,8
Memory_Task,subject_2,-10,8,7,3.5,7,7.5,8,10,4,7.5,2,3,5,1,3.5,8,8.5
Memory_Task,subject_2,8,10,9,7,4,5,9,10,6.5,3.5,1,6,5,3,10,5,9.5
Movie_Task-bridge,subject_2,13,3,3.5,5,4.5,4,5,1,5.5,6.5,5.5,3,4,3,4,2.5,5.5
Movie_Task-bridge,subject_2,13,3,2.5,4.5,6.5,4,5,2.5,5.5,4,6,3,3.5,1,4,2,4
Movie_Task-bridge,subject_3,10,5.1,7.4,6.1,6.8,3.1,7.1,8.1,8.2,2.3,6,5,7.5,2,6.3,9,3.3
Movie_Task-bridge,subject_3,10,7,8,1.7,7,3.6,9,1,4.4,4,8.2,7,4.9,4,6.6,3.1,1.8
GoNoGo_Task,subject_3,-7,7,3,3,9.5,8.4,10,2,9.2,5,5.8,7.2,1.7,2,5.3,4,1.5
GoNoGo_Task,subject_3,-6,9.8,1.2,9.2,10,2,10,1.4,10,4,5.1,8.3,8.8,1,5.9,2.7,9.8
GoNoGo_Task,subject_3,12,7.7,1.3,2.2,2.7,2,10,7.2,9.5,5.6,1.5,9.5,5.3,2,8.2,3.5,9
Hard_Math_Task,subject_3,12,9,2,10,3,1.2,8,1.9,8.1,5.1,3.7,5.6,3,1.1,8.5,1.3,4.6
Hard_Math_Task,subject_3,14,3,3.3,8.9,7,3,6.5,3,5.6,3.6,4.3,4.7,5,1,8,4.1,10
Hard_Math_Task,subject_3,-10,3,1.9,9.7,5.5,3.1,9.3,1,3.5,3.6,7,5,2.5,1,7.3,3,8.5
Memory_Task,subject_3,14,7.6,9.8,2.5,9.1,1.7,9.2,8.9,2.5,7.5,3.1,9,8.4,2,10,9.2,8.5
Memory_Task,subject_3,-11,6.4,10,1,9.2,8,7.1,9,7,5.2,5,9,10,1,10,9.7,8
Memory_Task,subject_3,-7,8.8,10,1,7.1,8.4,8.8,10,5.6,3.9,2.5,10,6,1,10,10,8.1
Movie_Task-bridge,subject_4,-15,4.4,6.6,2.8,6.1,1,4.5,3.1,6.1,2,1,3.4,10,1,9.2,10,6
Movie_Task-bridge,subject_4,-15,2.5,1,8.7,4,1.4,1,2,1,3.4,1,8.5,5.6,1.5,5.4,5.8,5.4
Memory_Task,subject_4,9,9,10,6.2,8.4,9.1,10,10,9.2,1,1,10,9.9,1,10,9.8,9
Memory_Task,subject_4,15,8.5,8.6,1,8.6,1.5,9.3,10,4.8,1.9,2,1,10,1,9.2,7.3,9.7
Memory_Task,subject_4,-9,8.6,10,1,9.8,10,10,10,3.6,5.6,1.6,1,9.2,1,10,10,9.4
GoNoGo_Task,subject_4,-6,7.4,9.1,10,5,7.5,9.1,1.4,8.6,8.8,1.5,1,8.3,2,2.5,8.5,5
GoNoGo_Task,subject_4,5,9,1,10,8.5,8.3,1.5,1.1,9.9,9.1,1.1,1,8.1,4.8,1,10,8.8
GoNoGo_Task,subject_4,7,2.8,1,1.7,3.3,2.1,2,1.3,9.2,1.3,2.1,1,1.5,1,2,9.1,2.8
Hard_Math_Task,subject_4,-13,1.3,1.5,1,1.6,2,2,9.3,1,1,1.1,1.3,8,1.3,9,9.5,9.9
Hard_Math_Task,subject_4,8,1.7,1.2,6.7,1.7,1,1.3,7.7,2.2,2,1,2.2,5.2,9.2,5.9,5,8.9
Hard_Math_Task,subject_4,11,2.3,8.5,8.4,1.6,1,1.9,3,2.2,2,2,9,2,8.3,2.1,4.8,7.3
Hard_Math_Task,subject_5,-10,6.8,1,10,8.9,9.6,1,4.4,3.6,9,2.7,8,7.5,5.5,3,3,6.6
Hard_Math_Task,subject_5,11,5.8,1,9.6,10,2.4,1,2.2,4,9.4,3,7.6,6,1,3.1,3,7.2
Hard_Math_Task,subject_5,6,3,1,6,8.2,4.2,1,2.2,6.6,1.8,6.1,4.1,6.2,2.1,3.5,4.1,7
Movie_Task-bridge,subject_5,12,3,4,1,6.5,2,10,1,3.4,8.6,7.5,4.1,7.2,2.4,5.1,3,5
Movie_Task-bridge,subject_5,12,1,1,1,7,1,1,1,1,1,1,5.1,2.5,1,5,1,1
GoNoGo_Task,subject_5,13,10,1,1,8.4,1,1,1.4,1,1,3.3,9.6,8,1,4.7,4.4,1
GoNoGo_Task,subject_5,10,1.7,1,1,7.1,1,1,5.9,1.9,1,6.8,4,9.3,1,3.9,7.8,1
GoNoGo_Task,subject_5,-13,2.9,1,1,7.1,1,1,1,1,1,2.8,4.1,2.5,1,6.5,5.5,1
Memory_Task,subject_5,-13,7.5,7.7,1,9,1,7.1,8.5,3,2.7,2.3,6.1,8.4,1,6.7,8.3,8.4
Memory_Task,subject_5,-5,7,3.4,2.8,7,1,7.5,4.7,4.5,2.7,1,5.5,5,8,5,7.5,8.1
Memory_Task,subject_5,14,6.4,8.5,7.1,3.1,1,6,1,1.9,1,1,7,8.8,10,5.4,7.7,2.1
GoNoGo_Task,subject_6,-11,6,1,8.8,4,7.6,5.3,8.9,3,1,9.1,5.5,3.4,2,5.9,10,10
GoNoGo_Task,subject_6,10,7.8,1,9.4,5,3,10,2.9,5.2,2,6.7,10,5.2,4,5.6,2.7,10
GoNoGo_Task,subject_6,-7,10,1,1,2,1.8,10,1,1,1,1,10,10,1,7.8,1.7,10
Hard_Math_Task,subject_6,15,2,1,9.9,8.8,9.3,1,2.5,5.1,1,1.3,10,7.1,1,5.2,2.1,10
Hard_Math_Task,subject_6,15,7.4,1.7,10,10,2.8,2.4,10,7.7,1.7,8.6,9.7,8.4,1,5.7,2.1,10
Hard_Math_Task,subject_6,5,10,2.2,10,9.2,3.1,2.6,7.5,3.9,4.1,4,7.7,9.5,3,3.8,2.4,10
Movie_Task-bridge,subject_6,-7,5.2,8.5,1,9.7,9.2,10,10,5.1,2,1.3,1,3.4,2.6,5.4,9.1,8.7
Movie_Task-bridge,subject_6,-7,1.7,8.5,1.7,10,10,10,9.4,4.2,2.1,2.9,1.9,9.4,3.1,10,5.2,7.9
Memory_Task,subject_6,-5,7.5,9.9,1.5,9,3.8,10,9.9,5.1,7.5,1.6,9.8,5.4,1.4,10,9.3,9.5
Memory_Task,subject_6,14,8.2,10,1,10,1,10,10,10,2.9,5.1,9.4,10,1,7.8,10,10
Memory_Task,subject_6,-9,6.3,1,9.1,8.8,3.6,9.4,5.6,10,9.9,8,6.3,4.4,10,2.4,9.8,9.8
Hard_Math_Task,subject_7,11,7.6,1,10,8.2,7.8,7.6,5.1,1.3,1,6.4,8.1,9.6,7.2,4.2,10,10
Hard_Math_Task,subject_7,-7,10,1.3,10,7.3,7.4,4.3,6.8,1,5.4,8,3.7,8.9,1.2,5.8,10,5.6
Hard_Math_Task,subject_7,-7,7,1.2,10,9.7,2.6,1.3,10,1.3,2,4.6,9.5,9.7,3,5.5,9.3,8.7
Movie_Task-bridge,subject_7,9,5,2,1,9,8.1,8.9,4.7,10,9,8.5,3.2,2.6,2.3,9,3.4,8
Movie_Task-bridge,subject_7,9,9,2,1,8,8,2,5,2.8,4.9,8.1,3.1,1.7,2.2,8.2,10,1.9
GoNoGo_Task,subject_7,8,8,1.8,10,7.4,3,7.9,3,4.7,7.1,5,7.3,6.8,6.8,5,10,6.5
GoNoGo_Task,subject_7,13,2.9,1,2.7,7.7,3.2,9.3,1,7.6,8.2,7.4,2.1,2.7,9,8.9,7.9,6.1
GoNoGo_Task,subject_7,-15,5.8,2,8.8,5.6,2.7,8.2,3.6,4.1,5.3,4.2,2.5,5.3,2,10,9,2
Memory_Task,subject_7,-15,9,10,1.6,9.4,9,3,10,1,2.1,8,8.8,10,1,1,10,8
Memory_Task,subject_7,-10,10,10,1.7,8,9,9,10,8,3.2,6.4,7,10,4.4,10,9.5,7.8
Memory_Task,subject_7,10,7.9,10,2.2,9,8.3,10,10,3.9,2.4,4.6,9.3,10,2.2,6.9,3.2,9.2
Movie_Task-bridge,subject_8,10,6.2,8.4,3.3,4.7,4.2,8,4.5,9.4,3,8,3.7,5,6.8,4,10,6.5
Movie_Task-bridge,subject_8,10,6.8,7.6,7.1,7.8,4.9,6.3,7.3,7.9,10,7.2,4.7,3.2,5.4,7.8,7.6,7.6
GoNoGo_Task,subject_8,-9,8,10,3.7,6,10,7,7,8.1,9,10,4.2,7,3.2,5.5,6,3
GoNoGo_Task,subject_8,-9,6,4.2,7.2,7,10,7,2.9,8,9.1,5.2,6,4.4,8.3,7,4,5
GoNoGo_Task,subject_8,13,8,3,7.1,10,4,2.7,5,5,3.8,8,5,6,6.9,6.4,8,6.2
Memory_Task,subject_8,12,8.1,2.5,5,2.2,7.7,10,4,4,7.8,3.3,8,7,6,8.7,8.3,4.8
Memory_Task,subject_8,-11,5,10,10,10,7.3,4,10,6.1,3,8,4,9,10,5.6,3,3
Memory_Task,subject_8,5,6.3,6.3,7.9,5.1,1.3,3,4.6,3.4,6.4,8.6,1,6.2,7.3,6.7,6.9,2.3
Hard_Math_Task,subject_8,15,7.9,4.2,8.2,3.9,7,6.8,1,6.8,4.6,1.2,7.1,5.9,4,2.7,4.3,7.5
Hard_Math_Task,subject_8,7,2,3,5,9,4,4,6,6.4,3,2,5,10,3,6.7,8,4
Hard_Math_Task,subject_8,-6,7.5,7,4.4,5.1,6,5,3,3,5.6,6.2,3.7,5.9,4.8,3,2,5
GoNoGo_Task,subject_9,8,1,1,1,1,1,1,1,1,1,1,10,10,1,6,1,1
GoNoGo_Task,subject_9,9,5.8,1,1,1,1,1,7,2,2,1,6,4.7,1,6,1,1.7
GoNoGo_Task,subject_9,-10,3.2,1,1,1,2.1,1,2.3,4,5.7,1,4.1,5,1,4.9,1,1
Hard_Math_Task,subject_9,14,1,1,1,1,1,1,1,1,1,1,9.1,6.9,1,6,1,1
Hard_Math_Task,subject_9,13,5.3,1,1,1,3.3,1,1,8.6,5.8,1,1.1,3.1,5.2,3.3,3,1
Hard_Math_Task,subject_9,12,5.5,1.8,9,1,1,1,2.5,1,7.9,1,1,1.9,6.2,7,1.6,1.9
Movie_Task-bridge,subject_9,15,1.2,6.2,1,2.5,9.2,8.1,1,1,1,1,3.8,1,1,10,1,1
Movie_Task-bridge,subject_9,15,1,1.9,1,2,1,1,1,1,1,1,1,1,1,5,1,1
Memory_Task,subject_9,9,1,7.3,1,1,7.6,10,10,1,1,1,8.3,8,1,8.2,10,9.2
Memory_Task,subject_9,8,7.6,9.5,1,1,6.5,8.4,10,1,1,1,4.5,6.4,1.1,6.9,1.9,10
Memory_Task,subject_9,13,4.2,9.5,1,1,5.4,10,9.5,5.4,6.1,1,6.4,5.3,1,10,2.4,9.4
Movie_Task-bridge,subject_10,14,4.8,2.5,7.3,7,1,3.3,4.1,6.5,8.3,1.7,2.3,2.9,8.1,5.5,9,6.9
Movie_Task-bridge,subject_10,14,5.5,3.5,1,8.4,3.3,1.9,1,2.5,3.6,1.6,3,2.3,3.5,6.5,3.2,3
Hard_Math_Task,subject_10,-15,9.1,1,8.7,2,2,3.2,2.6,9.1,7.3,8,7.7,8.3,3.2,1.7,10,2.8
Hard_Math_Task,subject_10,-9,9.3,1,8.4,10,1.8,1,1,9.2,7.6,8.4,9.6,9,2.6,3.2,10,2.6
Hard_Math_Task,subject_10,-7,8.5,1,9.5,2.1,2.4,1,2,7.8,7,6.9,9,8.4,1.8,3.5,10,1.7
GoNoGo_Task,subject_10,9,9,1,8,2,4.4,7.9,3.3,8.1,8.8,8.7,9.1,7.6,3,3.6,9.6,2.4
GoNoGo_Task,subject_10,8,8.8,1,9.3,2.1,2,2.3,2.4,8,8,7.7,8.2,8.2,2.6,3.1,10,2.3
GoNoGo_Task,subject_10,10,9.1,1,7.9,1,2,8.2,2,8.8,8.7,7.8,8,7.9,2.6,3.9,10,2.5
Memory_Task,subject_10,-12,4,10,3.1,1.1,10,10,10,3.5,3.1,5.1,8.8,9.1,8.3,10,6.6,9.5
Memory_Task,subject_10,13,9.3,10,3.9,3.1,4.3,10,10,4.8,4.3,6.5,9.2,9.2,2.8,9.1,6.8,10
Memory_Task,subject_10,-13,10,10,3.5,2.1,3.1,10,10,7.1,3.2,6.7,9,9.1,2.2,10,8.3,10
Movie_Task-bridge,subject_11,12,2.5,6.4,2,10,1.8,8.3,2.7,1,1.6,1,8.2,7.9,1.3,6.3,7.5,5.2
Movie_Task-bridge,subject_11,12,6.1,7.2,2.1,9.8,2.2,8.7,4.8,1.1,1.6,1.9,6.5,6.5,1,6.2,7.2,9.1
GoNoGo_Task,subject_11,-11,3,3.3,6.7,8.9,2.7,2.1,4.3,2.9,2,6.7,3.6,6.3,5.5,4.8,9.5,5.6
GoNoGo_Task,subject_11,-10,6.2,3.5,8.4,9,3.2,3,3.3,7.8,1.8,9,2.8,6.4,7.6,3.1,8.3,4.7
GoNoGo_Task,subject_11,13,8,2,8.7,8.8,1.5,5.1,6,2.6,1.6,3.6,7.4,7.7,6.1,5.6,8.8,6.5
Hard_Math_Task,subject_11,-15,8.7,1.5,9.7,9.7,1,1.4,5.8,1.2,1.5,1.7,9.7,9.7,3.9,6.8,8.7,7.6
Hard_Math_Task,subject_11,-12,7.6,3.4,8.6,9.9,5.5,6.9,6,5.1,5.9,3.9,7.1,9.7,4,6.6,8.2,8.7
Hard_Math_Task,subject_11,-14,7.2,8.2,6.5,9.8,1.5,7.9,6,2.7,6.4,4.4,6.9,7.9,6.9,6.7,9,6.9
Memory_Task,subject_11,-8,7.9,7.8,3.9,10,1.7,9.9,9.5,2,3.3,2.7,6.6,8,1.3,8.1,8.6,9.7
Memory_Task,subject_11,5,8.7,7.4,1.5,8.2,9.3,9.9,9.8,1,6.7,1.2,6.3,9.5,2,9.2,9.7,9.9
Memory_Task,subject_11,-5,8.2,8.3,4,9.2,8.4,9.7,9.6,1,2,1,5.8,9.1,3,9.5,8,10
GoNoGo_Task,subject_12,12,6.8,6.7,7.4,8.2,1,8.7,6.5,7.8,5.8,5.2,4.6,7,5.3,6,10,6.3
GoNoGo_Task,subject_12,-11,5.1,6.7,3,5.2,1,6.8,6.1,7,4.4,5.2,3.8,6.6,6.5,5,5.8,6.6
GoNoGo_Task,subject_12,15,7,8,4.7,5.6,1,8.7,7.6,7.6,9,3.8,4.5,4.7,3.6,5.2,8.1,6
Hard_Math_Task,subject_12,-11,5.3,1,9.1,5.3,7,5.5,1,1,1,1.2,8.7,8.1,5.5,5.4,1,5.3
Hard_Math_Task,subject_12,10,9.4,1,4.3,4.7,1,1,1,1,4.2,4.1,7.6,7.5,1,6,1,6
Hard_Math_Task,subject_12,-6,5.2,6,6.8,6,8,7,3.3,6.4,6.4,5,5.6,4.2,5.6,5,5.3,7.2
Memory_Task,subject_12,-8,7.5,10,2.1,7.7,8.1,8.9,10,6.4,7.2,6.4,7.6,3.7,3.4,3.3,8,10
Memory_Task,subject_12,-10,7,10,7.4,9.2,7.9,8,10,4.4,5.2,2.2,6.8,6.9,1,10,7.7,10
Memory_Task,subject_12,7,5,9.2,1,7.2,8.3,10,10,6.1,3,5.1,6.7,7,1,3.2,10,10
Movie_Task-bridge,subject_12,13,9,1,9.3,7.7,4.9,8,1.5,8.9,9,4.8,9.1,9,1,5.8,4.9,7
Movie_Task-bridge,subject_12,13,7,2,2.5,8.2,1,2.5,1,7.8,6.9,7,7.1,2,1,5.1,4,1
Hard_Math_Task,subject_13,6,1.7,1.5,9,2.1,4.9,2.7,1,1,1.4,1,8.3,7.2,2.8,7.2,5,8
Hard_Math_Task,subject_13,-5,1,1.5,10,9,2.3,1,1.9,1,1,1,8.6,3.8,9.5,5,8,7.5
Hard_Math_Task,subject_13,-8,1.7,3,8.6,1.8,1.4,1.7,1.6,6,10,1,9,9.7,2,8.3,2.3,9
GoNoGo_Task,subject_13,6,10,8,1,9.8,1,7.1,4.7,10,10,1,2.2,7.1,9.5,7,5,10
GoNoGo_Task,subject_13,11,5,6.4,10,5,1,8.4,2,10,10,1,8.7,8.2,8,8.7,9,10
GoNoGo_Task,subject_13,-15,10,9.4,9,5.1,10,4,1.6,10,10,8,9.8,2,1,10,1,9.3
Memory_Task,subject_13,-11,9.3,7.9,8,8.6,2.6,8.8,8,9.6,10,1,9.5,9,5.1,9,9.9,7.6
Memory_Task,subject_13,12,10,10,9,8.3,5,9,6,9.6,9.9,1,3,3,9.7,4,3,4
Memory_Task,subject_13,-14,2,8,3,10,9,7,8.1,9,10,1,5,7,8,7.9,10,3
Movie_Task-bridge,subject_13,-14,6.9,5,6,7.8,1,9.6,7.1,1,7.3,1,5,4,7.1,8.1,6.8,1.9
Movie_Task-bridge,subject_13,-14,2,9,8,2,5,4,7,2,2,10,2.7,8.5,5,1.2,2.2,6
Hard_Math_Task,subject_14,6,5.9,2.1,4,7,6,3.4,1,7.7,2.7,7,7.4,5.2,2.1,4.6,8.7,8
Hard_Math_Task,subject_14,15,8.4,1.4,9.8,9.2,7.1,6.2,1.7,1.6,8.8,3,8.6,9,1.3,4.3,7.6,7.5
Hard_Math_Task,subject_14,-15,9.3,2.1,8.5,9.3,5.9,4.4,1.5,1.1,1.8,1.4,9.4,7.6,1.5,3.6,4.5,8.9
Movie_Task-bridge,subject_14,-14,7.9,6.5,2.7,8,3.4,7,8.7,3.1,9.5,2.7,6,9,3,1.8,2.2,9.6
Movie_Task-bridge,subject_14,-14,8.2,5.3,2,9.2,7.4,6.6,3.6,3.7,3.9,4,7.6,6.9,2.6,5.6,5.1,6.9
Memory_Task,subject_14,15,9.4,9.3,1.9,9.2,4.3,9.7,10,2.4,2.2,1.7,2.8,6.3,1.6,8.7,8.3,10
Memory_Task,subject_14,-8,9.6,9,1.5,10,3,10,8.9,2.9,9.2,2.2,2.3,8.7,1.8,9.1,7.9,10
Memory_Task,subject_14,-15,1.9,7.9,3.3,7.1,5.7,8.8,9.4,8.7,4.4,8.6,4.1,3.2,1.6,7.5,7.6,9.5
GoNoGo_Task,subject_14,10,4.1,2,2.1,3.2,3.1,7.8,3.5,7.7,5.6,8.4,3.6,3.1,2.5,4.4,3.4,2.8
GoNoGo_Task,subject_14,-12,6.6,1.4,1.5,7.4,2,8.1,2.3,5.7,3.1,4.2,6.3,6.6,1.6,4.3,2.7,3
GoNoGo_Task,subject_14,-14,5.9,2.5,1.5,3.5,5,7.4,1.5,4.7,4.4,5.9,6.2,7.9,1.9,3.8,3.1,2.6
GoNoGo_Task,subject_15,5,3.6,3.4,7.2,2.3,4.3,10,2.6,3,1.8,4.1,1,4,2,2,5.5,4.5
GoNoGo_Task,subject_15,6,6.1,5.5,2.7,7.2,4.6,5.4,6.4,6.9,6.3,6.6,2.5,3.4,6.1,2.7,8.1,8.4
GoNoGo_Task,subject_15,-7,2.5,6.4,1.7,8,8.2,3.2,3.8,5.2,4.7,6.3,1,3.4,1.9,5,2.6,8.6
Movie_Task-bridge,subject_15,6,1,5.3,1,6,6.2,6,6.5,1,2.7,1,5.9,1,2.9,4.7,2.9,10
Movie_Task-bridge,subject_15,6,6.8,8.3,2.4,7.9,3.6,7.6,10,8.1,6.2,5.4,2.1,5.1,1,6,5.7,10
Hard_Math_Task,subject_15,-8,10,7.4,10,10,1,9,8.9,2.6,2.3,1.8,7.6,9.5,1,5,2.5,7.2
Hard_Math_Task,subject_15,6,10,1,10,10,1,3.2,10,1,1.4,2.2,6.8,9.2,1,5,2.1,10
Hard_Math_Task,subject_15,-13,8.6,7.6,8.2,7.3,10,8.4,3,10,8.8,8.3,1.5,4.7,8,4,8,5
Memory_Task,subject_15,7,10,6.1,5.6,3,1,10,10,3.1,2.4,4.6,4.4,3.4,1,8.1,8.9,9
Memory_Task,subject_15,11,10,10,2,10,8,10,10,2.9,1,4.1,3.3,6.4,3.9,4.2,10,10
Memory_Task,subject_15,-9,10,10,1,3.1,7,7.5,9,5.7,3.6,7,3.9,2.4,5.2,5,5.5,8.2
Movie_Task-bridge,subject_16,5,6.1,7.9,2.6,2.5,1,1.7,6.5,4,2.5,3.6,5,2.9,5.9,5.5,8.5,6.5
Movie_Task-bridge,subject_16,5,7.5,9.1,5.2,1.3,1.6,4.8,2.1,5.5,3.3,2,4.8,8,7.6,7.8,9.2,6.6
Memory_Task,subject_16,5,8.5,10,1.9,2,2.6,10,10,5.2,6.3,2.3,9,8.8,3,9,9,10
Memory_Task,subject_16,10,7,8.8,3.8,3.4,6.6,9.3,10,7,4.9,2.7,9,8.8,4.1,9.6,10,10
Memory_Task,subject_16,-10,4.3,8.5,3.3,1,8.5,6.1,6.1,9.3,6.6,4.9,3.4,6.2,6.3,7,6.7,8.3
Hard_Math_Task,subject_16,9,8.1,6.6,8.5,3.4,2.1,3,9.2,9.5,9.4,8.7,3,3.2,8.3,2.9,8.7,5.8
Hard_Math_Task,subject_16,-5,9.1,2.5,9.8,1,2.1,4.3,7.9,7.9,7.5,5.7,5.3,6.3,4.6,3.8,6.6,9.3
Hard_Math_Task,subject_16,14,9.1,3.6,8,3,1.7,3.3,7.1,9.5,9,8.6,4.4,4.3,6.8,2.7,8.5,8.5
GoNoGo_Task,subject_16,9,5.2,1.9,6.9,1,2.6,10,2.2,5,4.5,3,7.7,5,3,5.7,3.8,7.5
GoNoGo_Task,subject_16,10,6.3,3.6,7.4,2.8,2.8,9,7.9,7.3,7,4.1,5.1,3.8,4.8,4.6,3.1,7.2
GoNoGo_Task,subject_16,12,7.4,1.5,8.7,3.1,1,9.5,10,3.4,2.7,2.3,9,9,4.8,7.4,4.5,9.1
Memory_Task,subject_17,-6,10,7.3,1,10,7.9,9,10,10,10,4.2,8.4,10,1.5,10,10,10
Memory_Task,subject_17,-9,10,10,1,9.4,1.7,1,10,10,5.9,7.7,5.5,10,1,1,10,10
Memory_Task,subject_17,10,10,10,1,10,1,1,10,10,7.2,8,1,8,1,10,1,10
Hard_Math_Task,subject_17,11,5.7,4.7,2.4,7.3,1,1,6.8,5,8,10,1,3.4,4.5,1.7,8,1.9
Hard_Math_Task,subject_17,-11,9.2,2.9,9.2,1,3.2,1.5,1,5.8,9.9,7.3,3.5,2.7,1,3.3,7.1,4.7
Hard_Math_Task,subject_17,13,6.6,2.3,10,1,1,1,1,2.5,10,7.7,9.1,3.6,1,7.1,1,8.6
GoNoGo_Task,subject_17,-12,6,1,5.1,1,8,8.8,1,2.4,8,8.5,1.3,2.1,1,5.9,1,1
GoNoGo_Task,subject_17,-8,1.3,1,6.3,1,8.9,10,1,1,8,10,10,3,4.2,6.3,1,4.8
GoNoGo_Task,subject_17,8,7,1,5.7,1,5.2,10,10,1,9.7,6,9.4,7.3,1,8,1,9
Movie_Task-bridge,subject_17,-10,8.9,8.1,2.8,10,9.9,8.3,7.7,1,9.3,8.5,1.9,8,1,7.6,1,8
Movie_Task-bridge,subject_17,-10,10,10,1.8,7.1,9.1,9,10,3.3,10,9.4,2,9.4,10,8.1,2.4,10
Memory_Task,subject_18,-10,3,10,2,7,5,8,10,3.5,3,1,10,6.8,1,10,8,10
Memory_Task,subject_18,-13,6.9,8,4,9,7,8,8.5,8.1,8.2,7.9,5.2,9.2,3.7,5.5,7.6,10
Memory_Task,subject_18,-15,6.5,6.8,5,7.2,6.5,9,8.4,2,4.8,7,5,7,2.5,4.1,7.6,9.8
GoNoGo_Task,subject_18,11,10,4,7.5,8,2,4.2,1,7.7,8.1,3,4.1,6.3,8.1,6.2,10,7.1
GoNoGo_Task,subject_18,-5,6.7,5.9,5.8,3.9,4.5,3.7,4,10,4.2,7,5,3,6.4,6.2,4,6.7
GoNoGo_Task,subject_18,6,7,8.3,3.6,5.3,6.9,7.1,3.2,9.5,3.6,7,8.1,3.7,7,7,7.2,7.7
Hard_Math_Task,subject_18,-8,6,6,2,4,3.3,5,7,2,3,3,10,3,8,7,5,5
Hard_Math_Task,subject_18,6,10,8,3,10,9,2.9,4,9,9,7,10,6,3,4,7,3
Hard_Math_Task,subject_18,9,8.1,9.9,5.4,2.5,10,7,3,8.9,7,5.8,2.6,6.2,2,5.1,3,6.1
Movie_Task-bridge,subject_18,9,4,7,4,8,8.1,6,6,6,4,5,5,10,3,9,3,8
Movie_Task-bridge,subject_18,9,4.9,10,1.8,6,8,9,10,5,4,5,9,9.1,1.8,9.2,9,6.6
Movie_Task-bridge,subject_19,15,3.4,6,1,3.7,5.3,1.5,4.3,2.9,2.7,2.3,1,1.5,1,5.2,5.3,7.2
Movie_Task-bridge,subject_19,15,3.8,6.4,1,3.1,9.3,8.2,2.5,3.5,3.9,3.8,1,2.7,1,3.9,4.1,6.2
GoNoGo_Task,subject_19,14,10,8.5,7.5,4.3,2.1,6.2,1,7.1,5.1,1.9,5.7,10,10,9.3,7.9,1
GoNoGo_Task,subject_19,-12,10,9.4,9.7,1.6,5.8,5.6,1.8,10,5.4,3.7,5.6,8.9,10,7.2,7.6,6.5
GoNoGo_Task,subject_19,-7,8.6,7.7,3,1,10,10,1,10,5.5,3.9,5.7,3.3,5.6,7.8,6.9,5.7
Hard_Math_Task,subject_19,6,1,1,10,7.6,1,1,2,1,10,1,10,10,1,5,1.9,10
Hard_Math_Task,subject_19,6,2.7,1,9.2,9.1,1,1,3.3,2.5,6.5,2,8.6,10,2.1,4,2.2,10
Hard_Math_Task,subject_19,15,1,1.8,10,10,1,1,1,1.2,10,1,10,10,1.6,6.8,1,10
Memory_Task,subject_19,13,9,9,1,1,4.3,10,10,1,6,1,7.2,7.4,1,10,9,10
