METADATA:
Experiment Seed,Subject
9535731,subject031
Time after setup,21.577783500004443
Timepoint,Time,Is_correct,Experience Sampling Question,Experience Sampling Response,Task,Task Iteration,Participant ID,Response_Key,Auxillary Data,Assoc Task
EXPERIMENT DATA:,Hard Math Task
Start Time,53.69324020000204
Math Task Start,74.61072400000558,,,,Hard Math Task,1,subject031,,,
fixation cross,74.62407720000192,,,,Hard Math Task,1,subject031,,,
Math Trial Start,76.67401660000178,,,,Hard Math Task,1,subject031,,,
Choice presented,76.69606449999992,,,,Hard Math Task,1,subject031,,,
Choice made,78.87547949999862,,,,Hard Math Task,1,subject031,,,
Math Trial End,78.8755369999999,True,,,Hard Math Task,1,subject031,,,
Math Trial End,78.87555260000227,True,,,Hard Math Task,1,subject031,,,
Math Trial Start,80.90571710000222,,,,Hard Math Task,1,subject031,,,
Choice presented,80.91228190000402,,,,Hard Math Task,1,subject031,,,
Choice made,82.76208220000262,,,,Hard Math Task,1,subject031,,,
Math Trial End,82.76214750000509,True,,,Hard Math Task,1,subject031,,,
Math Trial End,82.76216360000399,True,,,Hard Math Task,1,subject031,,,
Math Trial Start,84.78860060000443,,,,Hard Math Task,1,subject031,,,
Choice presented,84.7988073000015,,,,Hard Math Task,1,subject031,,,
Choice made,87.24883920000138,,,,Hard Math Task,1,subject031,,,
Math Trial End,87.24892330000148,False,,,Hard Math Task,1,subject031,,,
Math Trial End,87.24896889999945,False,,,Hard Math Task,1,subject031,,,
Math Trial Start,89.27469700000074,,,,Hard Math Task,1,subject031,,,
Choice presented,89.28506030000426,,,,Hard Math Task,1,subject031,,,
Choice made,91.70212750000064,,,,Hard Math Task,1,subject031,,,
Math Trial End,91.70216330000403,True,,,Hard Math Task,1,subject031,,,
Math Trial End,91.7021784000026,True,,,Hard Math Task,1,subject031,,,
Math Trial Start,93.73134650000429,,,,Hard Math Task,1,subject031,,,
Choice presented,93.73935290000372,,,,Hard Math Task,1,subject031,,,
Choice made,96.27265660000558,,,,Hard Math Task,1,subject031,,,
Math Trial End,96.27272240000457,True,,,Hard Math Task,1,subject031,,,
Math Trial End,96.27276020000136,True,,,Hard Math Task,1,subject031,,,
Math Trial Start,98.30466410000372,,,,Hard Math Task,1,subject031,,,
Choice presented,98.3087616000048,,,,Hard Math Task,1,subject031,,,
Choice made,100.72601959999884,,,,Hard Math Task,1,subject031,,,
Math Trial End,100.72606700000324,True,,,Hard Math Task,1,subject031,,,
Math Trial End,100.72608140000375,True,,,Hard Math Task,1,subject031,,,
Math Trial Start,102.75609740000073,,,,Hard Math Task,1,subject031,,,
Choice presented,102.7623351000002,,,,Hard Math Task,1,subject031,,,
Choice made,105.14639800000441,,,,Hard Math Task,1,subject031,,,
Math Trial End,105.1464730000007,True,,,Hard Math Task,1,subject031,,,
Math Trial End,105.14651550000417,True,,,Hard Math Task,1,subject031,,,
Math Trial Start,107.17705050000222,,,,Hard Math Task,1,subject031,,,
Choice presented,107.18261530000018,,,,Hard Math Task,1,subject031,,,
Choice made,109.81672709999839,,,,Hard Math Task,1,subject031,,,
Math Trial End,109.81677530000161,True,,,Hard Math Task,1,subject031,,,
Math Trial End,109.81678929999907,True,,,Hard Math Task,1,subject031,,,
Math Trial Start,111.84425280000141,,,,Hard Math Task,1,subject031,,,
Choice presented,111.8534501000031,,,,Hard Math Task,1,subject031,,,
Choice made,113.93673310000304,,,,Hard Math Task,1,subject031,,,
Math Trial End,113.936818400005,True,,,Hard Math Task,1,subject031,,,
Math Trial End,113.93686180000077,True,,,Hard Math Task,1,subject031,,,
Math Trial Start,115.96676780000416,,,,Hard Math Task,1,subject031,,,
Choice presented,115.97369489999983,,,,Hard Math Task,1,subject031,,,
Choice made,118.12337970000226,,,,Hard Math Task,1,subject031,,,
Math Trial End,118.12344970000413,True,,,Hard Math Task,1,subject031,,,
Math Trial End,118.12349009999889,True,,,Hard Math Task,1,subject031,,,
Math Trial Start,120.15251480000006,,,,Hard Math Task,1,subject031,,,
Choice presented,120.16030180000234,,,,Hard Math Task,1,subject031,,,
Choice made,122.42659920000006,,,,Hard Math Task,1,subject031,,,
Math Trial End,122.42663249999896,True,,,Hard Math Task,1,subject031,,,
Math Trial End,122.42664689999947,True,,,Hard Math Task,1,subject031,,,
Math Trial Start,124.46051530000113,,,,Hard Math Task,1,subject031,,,
Choice presented,124.47974420000537,,,,Hard Math Task,1,subject031,,,
Choice made,126.76362769999832,,,,Hard Math Task,1,subject031,,,
Math Trial End,126.76365960000112,True,,,Hard Math Task,1,subject031,,,
Math Trial End,126.7636738000001,True,,,Hard Math Task,1,subject031,,,
Math Trial Start,128.7933269999994,,,,Hard Math Task,1,subject031,,,
Choice presented,128.8006869000019,,,,Hard Math Task,1,subject031,,,
Choice made,131.0506686000008,,,,Hard Math Task,1,subject031,,,
Math Trial End,131.05072870000004,False,,,Hard Math Task,1,subject031,,,
Math Trial End,131.05074470000545,False,,,Hard Math Task,1,subject031,,,
Math Trial Start,133.07757280000078,,,,Hard Math Task,1,subject031,,,
Choice presented,133.08737980000296,,,,Hard Math Task,1,subject031,,,
Choice made,134.95376250000118,,,,Hard Math Task,1,subject031,,,
Math Trial End,134.95381940000516,True,,,Hard Math Task,1,subject031,,,
Math Trial End,134.95383779999975,True,,,Hard Math Task,1,subject031,,,
Math Trial Start,136.98329599999852,,,,Hard Math Task,1,subject031,,,
Choice presented,136.99048720000428,,,,Hard Math Task,1,subject031,,,
Choice made,139.54050039999856,,,,Hard Math Task,1,subject031,,,
Math Trial End,139.54057589999866,True,,,Hard Math Task,1,subject031,,,
Math Trial End,139.54061770000408,True,,,Hard Math Task,1,subject031,,,
Math Trial Start,141.56637760000012,,,,Hard Math Task,1,subject031,,,
Choice presented,141.5773352000033,,,,Hard Math Task,1,subject031,,,
Choice made,144.0106192000021,,,,Hard Math Task,1,subject031,,,
Math Trial End,144.01066659999924,False,,,Hard Math Task,1,subject031,,,
Math Trial End,144.01068099999975,False,,,Hard Math Task,1,subject031,,,
Math Trial Start,146.040628200004,,,,Hard Math Task,1,subject031,,,
Choice presented,146.0474738000048,,,,Hard Math Task,1,subject031,,,
Choice made,148.09732670000085,,,,Hard Math Task,1,subject031,,,
Math Trial End,148.09740240000247,True,,,Hard Math Task,1,subject031,,,
Math Trial End,148.09744550000323,True,,,Hard Math Task,1,subject031,,,
Math Trial Start,150.12649320000492,,,,Hard Math Task,1,subject031,,,
Choice presented,150.13414170000033,,,,Hard Math Task,1,subject031,,,
Choice made,152.1337199000045,,,,Hard Math Task,1,subject031,,,
Math Trial End,152.1337507999997,True,,,Hard Math Task,1,subject031,,,
Math Trial End,152.13376560000324,True,,,Hard Math Task,1,subject031,,,
Math Trial Start,154.1619137000016,,,,Hard Math Task,1,subject031,,,
Choice presented,154.17057660000137,,,,Hard Math Task,1,subject031,,,
Choice made,156.02054119999957,,,,Hard Math Task,1,subject031,,,
Math Trial End,156.02059839999856,True,,,Hard Math Task,1,subject031,,,
Math Trial End,156.02061450000474,True,,,Hard Math Task,1,subject031,,,
Math Trial Start,158.04988620000222,,,,Hard Math Task,1,subject031,,,
Choice presented,158.05701799999952,,,,Hard Math Task,1,subject031,,,
Choice made,160.5071895000001,,,,Hard Math Task,1,subject031,,,
Math Trial End,160.5072597000035,True,,,Hard Math Task,1,subject031,,,
Math Trial End,160.507300199999,True,,,Hard Math Task,1,subject031,,,
Math Task End,162.5246502000009,,,,Hard Math Task,1,subject031,,,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,162.52777210000204
ESQ,168.07276860000275,,Other_start,,Experience Sampling Questions,1,subject031,,,Hard Math Task
ESQ,180.22236580000026,,Other_response,3.000000000000009,Experience Sampling Questions,1,subject031,,Marker Started at 8,Hard Math Task
ESQ,180.22408559999894,,Sounds_start,,Experience Sampling Questions,1,subject031,,,Hard Math Task
ESQ,187.89553020000312,,Sounds_response,4.000000000000013,Experience Sampling Questions,1,subject031,,Marker Started at 9,Hard Math Task
ESQ,187.8960589000053,,Deliberate_start,,Experience Sampling Questions,1,subject031,,,Hard Math Task
ESQ,199.68816730000253,,Deliberate_response,8.099999999999989,Experience Sampling Questions,1,subject031,,Marker Started at 5,Hard Math Task
ESQ,199.69007520000014,,Past_start,,Experience Sampling Questions,1,subject031,,,Hard Math Task
ESQ,210.76394499999878,,Past_response,5.900000000000004,Experience Sampling Questions,1,subject031,,Marker Started at 7,Hard Math Task
ESQ,210.76549009999871,,Problem_start,,Experience Sampling Questions,1,subject031,,,Hard Math Task
ESQ,221.58848990000115,,Problem_response,9.100000000000003,Experience Sampling Questions,1,subject031,,Marker Started at 10,Hard Math Task
ESQ,221.59023359999992,,Self_start,,Experience Sampling Questions,1,subject031,,,Hard Math Task
ESQ,227.84382970000297,,Self_response,6.0000000000000036,Experience Sampling Questions,1,subject031,,Marker Started at 7,Hard Math Task
ESQ,227.8456026999993,,Intrusive_start,,Experience Sampling Questions,1,subject031,,,Hard Math Task
ESQ,233.83288490000268,,Intrusive_response,5.000000000000007,Experience Sampling Questions,1,subject031,,Marker Started at 7,Hard Math Task
ESQ,233.8347367000024,,Absorption_start,,Experience Sampling Questions,1,subject031,,,Hard Math Task
ESQ,243.9903998000009,,Absorption_response,8.000000000000004,Experience Sampling Questions,1,subject031,,Marker Started at 9,Hard Math Task
ESQ,243.99192739999853,,Words_start,,Experience Sampling Questions,1,subject031,,,Hard Math Task
ESQ,249.9116467999993,,Words_response,1.9999999999999991,Experience Sampling Questions,1,subject031,,Marker Started at 3,Hard Math Task
ESQ,249.91338430000178,,Future_start,,Experience Sampling Questions,1,subject031,,,Hard Math Task
ESQ,259.1689434,,Future_response,2.1999999999999993,Experience Sampling Questions,1,subject031,,Marker Started at 3,Hard Math Task
ESQ,259.170786900002,,Knowledge_start,,Experience Sampling Questions,1,subject031,,,Hard Math Task
ESQ,266.40729250000004,,Knowledge_response,8.199999999999996,Experience Sampling Questions,1,subject031,,Marker Started at 7,Hard Math Task
ESQ,266.4077926000027,,Images_start,,Experience Sampling Questions,1,subject031,,,Hard Math Task
ESQ,273.3804702999987,,Images_response,6.3000000000000025,Experience Sampling Questions,1,subject031,,Marker Started at 7,Hard Math Task
ESQ,273.3820923000021,,Focus_start,,Experience Sampling Questions,1,subject031,,,Hard Math Task
ESQ,279.9689849999995,,Focus_response,1.0000000000000002,Experience Sampling Questions,1,subject031,,Marker Started at 2,Hard Math Task
ESQ,279.9706984000004,,Detailed_start,,Experience Sampling Questions,1,subject031,,,Hard Math Task
ESQ,289.1097210000007,,Detailed_response,5.2,Experience Sampling Questions,1,subject031,,Marker Started at 4,Hard Math Task
ESQ,289.1116234000001,,Distracting_start,,Experience Sampling Questions,1,subject031,,,Hard Math Task
ESQ,295.7310604000013,,Distracting_response,3.999999999999999,Experience Sampling Questions,1,subject031,,Marker Started at 5,Hard Math Task
ESQ,295.7316615000018,,Emotion_start,,Experience Sampling Questions,1,subject031,,,Hard Math Task
ESQ,305.2391313000044,,Emotion_response,6.0000000000000036,Experience Sampling Questions,1,subject031,,Marker Started at 7,Hard Math Task
EXPERIMENT DATA:,Hard Math Task
Start Time,305.250326100002
Math Task Start,321.1866614000028,,,,Hard Math Task,1,subject031,,,
fixation cross,321.1982410000055,,,,Hard Math Task,1,subject031,,,
Math Trial Start,323.2346589000008,,,,Hard Math Task,1,subject031,,,
Choice presented,323.25569689999975,,,,Hard Math Task,1,subject031,,,
Choice made,325.23825860000215,,,,Hard Math Task,1,subject031,,,
Math Trial End,325.23829130000377,True,,,Hard Math Task,1,subject031,,,
Math Trial End,325.23830499999895,True,,,Hard Math Task,1,subject031,,,
Math Trial Start,327.2686455000003,,,,Hard Math Task,1,subject031,,,
Choice presented,327.2754503000033,,,,Hard Math Task,1,subject031,,,
Choice made,329.42548420000094,,,,Hard Math Task,1,subject031,,,
Math Trial End,329.42552360000263,True,,,Hard Math Task,1,subject031,,,
Math Trial End,329.4255396000008,True,,,Hard Math Task,1,subject031,,,
Math Trial Start,331.45414390000224,,,,Hard Math Task,1,subject031,,,
Choice presented,331.4620178000041,,,,Hard Math Task,1,subject031,,,
Choice made,333.5119935000039,,,,Hard Math Task,1,subject031,,,
Math Trial End,333.51203220000025,True,,,Hard Math Task,1,subject031,,,
